City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Iqaluit,CA,63.7506,-68.5145,46.13,75,90,11.01,overcast clouds
1,Albany,US,42.6001,-73.9662,72.75,84,53,6.67,broken clouds
2,Thinadhoo,MV,0.5333,72.9333,81.37,75,100,6.96,overcast clouds
3,Katete,UG,-0.7818,29.7544,69.48,55,100,1.05,overcast clouds
4,Mataura,NZ,-46.1927,168.8643,46.47,97,100,2.39,overcast clouds
5,Bluff,NZ,-46.6,168.3333,46.8,67,84,11.41,broken clouds
6,Khatanga,RU,71.9667,102.5,53.82,92,100,2.08,overcast clouds
7,Jeremoabo,BR,-10.075,-38.4808,67.37,83,8,8.81,clear sky
8,Yeppoon,AU,-23.1333,150.7333,53.38,48,0,5.35,clear sky
9,Castro,BR,-24.7911,-50.0119,50.5,60,6,2.33,clear sky
10,Vung Tau,VN,10.346,107.0843,80.56,82,100,14.83,overcast clouds
11,Codrington,AU,-38.2667,141.9667,43.5,86,100,11.21,overcast clouds
12,Cape Town,ZA,-33.9258,18.4232,46.81,84,75,1.99,light rain
13,Rikitea,PF,-23.1203,-134.9692,72.95,60,21,14.97,few clouds
14,Nome,US,64.5011,-165.4064,50.16,76,75,16.11,broken clouds
15,Punta Arenas,CL,-53.15,-70.9167,39.31,87,90,11.5,light rain
16,Atuona,PF,-9.8,-139.0333,77.59,68,74,17.94,broken clouds
17,Cabo Rojo,PR,18.0866,-67.1457,83.91,87,47,10.8,scattered clouds
18,Chinhoyi,ZW,-17.3667,30.2,55.8,52,0,2.33,clear sky
19,Wattegama,LK,6.7989,81.4808,77.67,69,100,6.22,overcast clouds
20,Dikson,RU,73.5069,80.5464,49.17,68,100,17.02,overcast clouds
21,Ancud,CL,-41.8697,-73.8203,49.53,85,100,12.26,overcast clouds
22,Smirnykh,RU,49.75,142.8333,66.51,80,97,4.34,overcast clouds
23,Tasiilaq,GL,65.6145,-37.6368,39.36,98,100,7.23,moderate rain
24,Alofi,NU,-19.0595,-169.9187,78.69,83,75,16.11,broken clouds
25,Port Lincoln,AU,-34.7333,135.8667,48.45,80,100,18.05,light rain
26,Shingu,JP,33.7333,135.9833,83.39,77,100,8.68,overcast clouds
27,Barrow,US,71.2906,-156.7887,37.42,87,90,19.57,light rain
28,San Pedro,PH,14.35,121.0167,79.16,94,100,16.28,heavy intensity rain
29,Hauterive,FR,46.0901,3.4459,63.36,86,7,2.95,clear sky
30,Nancha,CN,47.1333,129.2667,80.26,73,27,1.36,scattered clouds
31,Sao Borja,BR,-28.6606,-56.0044,56.28,59,0,7.23,clear sky
32,High Prairie,CA,55.4334,-116.4858,63.7,51,26,6.31,scattered clouds
33,Sosnovoborsk,RU,56.1325,93.3589,56.75,87,60,2.13,broken clouds
34,Pedro Carbo,EC,-1.8333,-80.2333,85.21,58,18,9.86,few clouds
35,Ushtobe,KZ,45.2514,77.9838,75.81,49,100,4.76,overcast clouds
36,Ushuaia,AR,-54.8,-68.3,37.06,60,90,9.22,overcast clouds
37,Saint-Joseph,RE,-21.3667,55.6167,70.18,72,56,14.63,broken clouds
38,Progreso,MX,21.2833,-89.6667,84.79,74,12,18.25,few clouds
39,Severo-Kurilsk,RU,50.6789,156.125,52.59,92,39,2.73,scattered clouds
40,Toul,FR,48.6667,5.9167,66.49,77,0,3.44,clear sky
41,Vaini,TO,-21.2,-175.2,78.96,78,20,9.22,few clouds
42,Pevek,RU,69.7008,170.3133,41.77,67,1,5.32,clear sky
43,Kununurra,AU,-15.7667,128.7333,60.78,72,29,1.14,scattered clouds
44,New Norfolk,AU,-42.7826,147.0587,52.88,78,94,1.99,light rain
45,Clyde River,CA,70.4692,-68.5914,39.43,87,75,10.36,broken clouds
46,Faya,SA,18.3851,42.4509,62.71,83,85,10.89,overcast clouds
47,Tuktoyaktuk,CA,69.4541,-133.0374,69.8,73,20,9.22,few clouds
48,Bubaque,GW,11.2833,-15.8333,81.01,81,100,12.1,overcast clouds
49,Mount Gambier,AU,-37.8333,140.7667,43.56,76,100,8.61,overcast clouds
50,Ostrovnoy,RU,68.0531,39.5131,43.72,87,83,9.01,broken clouds
51,Kahului,US,20.8947,-156.47,85.26,74,40,20.71,scattered clouds
52,Cap Malheureux,MU,-19.9842,57.6142,68.49,68,70,23.69,light rain
53,Alyangula,AU,-13.8483,136.4192,72.99,63,100,8.59,overcast clouds
54,Carnarvon,AU,-24.8667,113.6333,53.67,67,7,5.75,clear sky
55,Kolondieba,ML,11.0882,-6.8926,78.17,74,52,7.29,broken clouds
56,Saskylakh,RU,71.9167,114.0833,58.35,69,100,13.49,overcast clouds
57,Marsh Harbour,BS,26.5412,-77.0636,84.0,72,96,3.83,light rain
58,Tinskoy,RU,56.1525,96.9161,58.35,96,18,3.27,few clouds
59,Victoria,HK,22.2855,114.1577,83.32,88,83,1.99,broken clouds
60,Bataipora,BR,-22.2953,-53.2711,61.5,32,9,4.45,clear sky
61,Marienburg,PL,54.0359,19.0266,64.96,90,21,3.98,few clouds
62,Lompoc,US,34.6391,-120.4579,88.79,70,1,13.8,clear sky
63,Ponta Delgada,PT,37.7333,-25.6667,68.72,73,75,2.3,broken clouds
64,Port Hedland,AU,-20.3167,118.5667,62.65,100,26,0.0,scattered clouds
65,Avarua,CK,-21.2078,-159.775,80.65,78,7,11.5,clear sky
66,Talara,PE,-4.5772,-81.2719,70.56,83,20,10.36,few clouds
67,Matamoros,MX,25.5333,-103.25,80.11,53,99,9.86,overcast clouds
68,Skelleftea,SE,64.7507,20.9528,57.99,54,75,1.99,light rain
69,Sao Filipe,CV,14.8961,-24.4956,76.6,85,100,3.69,overcast clouds
70,Brae,GB,60.3964,-1.353,53.51,92,33,12.15,scattered clouds
71,Jibuti,DJ,11.5,42.5,90.82,42,93,6.15,overcast clouds
72,Port Blair,IN,11.6667,92.75,80.96,85,100,22.12,overcast clouds
73,Akil,MX,20.25,-89.35,98.33,30,57,9.01,broken clouds
74,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,76.93,45,16,9.82,few clouds
75,Berlevag,NO,70.8578,29.0864,44.4,86,100,22.35,light rain
76,Barranca,PE,-10.75,-77.7667,63.91,80,15,8.66,few clouds
77,Tuatapere,NZ,-46.1333,167.6833,46.81,83,100,6.33,overcast clouds
78,Geraldton,AU,-28.7667,114.6,55.81,94,90,4.61,overcast clouds
79,Bereda,ES,43.2686,-7.5406,62.58,100,25,2.21,scattered clouds
80,Sao Benedito Do Rio Preto,BR,-3.3336,-43.5283,75.33,84,46,4.05,scattered clouds
81,Puerto Ayora,EC,-0.7393,-90.3518,73.54,93,98,10.0,overcast clouds
82,Ayagoz,KZ,47.9714,80.4392,64.47,76,66,12.17,broken clouds
83,Sitka,US,57.0531,-135.33,57.09,77,75,4.61,broken clouds
84,Lebu,CL,-37.6167,-73.65,51.67,94,100,4.09,overcast clouds
85,Hermanus,ZA,-34.4187,19.2345,45.9,70,94,14.74,light rain
86,Albanel,CA,48.8832,-72.4487,73.38,46,34,5.75,scattered clouds
87,College,US,64.8569,-147.8028,78.01,44,75,0.0,broken clouds
88,Chuy,UY,-33.6971,-53.4616,48.56,77,9,1.86,clear sky
89,Kaitangata,NZ,-46.2817,169.8464,49.93,75,86,8.03,overcast clouds
90,Irmo,US,34.086,-81.1832,88.05,70,75,5.75,broken clouds
91,Kavieng,PG,-2.5744,150.7967,82.56,77,98,8.05,light rain
92,Ilulissat,GL,69.2167,-51.1,48.22,66,48,3.44,scattered clouds
93,Norman Wells,CA,65.282,-126.8329,84.24,37,75,9.22,broken clouds
94,Galesong,ID,-5.3166,119.3661,73.42,84,100,2.73,overcast clouds
95,Gladstone,AU,-23.85,151.25,57.78,50,0,5.75,clear sky
96,Abu Samrah,SY,35.3029,37.1841,73.22,73,0,14.32,clear sky
97,Bredasdorp,ZA,-34.5322,20.0403,43.92,81,98,6.91,overcast clouds
98,Asfi,MA,32.2994,-9.2372,70.11,82,16,15.59,few clouds
99,Upernavik,GL,72.7868,-56.1549,43.09,80,71,5.03,broken clouds
100,Araouane,ML,18.9048,-3.5265,98.89,27,87,15.08,overcast clouds
101,Saint-Philippe,RE,-21.3585,55.7679,71.19,72,64,14.25,broken clouds
102,Ishinomaki,JP,38.4167,141.3,77.0,82,65,3.74,broken clouds
103,Xichang,CN,27.8964,102.2634,64.15,95,97,1.54,light rain
104,Busselton,AU,-33.65,115.3333,49.05,74,67,7.43,broken clouds
105,Salalah,OM,17.0151,54.0924,78.89,94,90,3.44,drizzle
106,Kodiak,US,57.79,-152.4072,54.86,91,93,5.82,overcast clouds
107,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,78,29,7.11,scattered clouds
108,Abonnema,NG,4.7084,6.7931,77.29,81,100,5.91,overcast clouds
109,Hilo,US,19.7297,-155.09,85.28,81,90,13.8,light rain
110,Bengkulu,ID,-3.8004,102.2655,73.74,86,43,4.79,scattered clouds
111,Cherskiy,RU,68.75,161.3,61.18,48,7,3.94,clear sky
112,Plettenberg Bay,ZA,-34.0527,23.3716,47.41,77,100,24.27,moderate rain
113,Port Alfred,ZA,-33.5906,26.891,49.1,76,96,31.03,light rain
114,Broome,US,42.2506,-75.833,72.01,65,20,3.0,few clouds
115,Saint-Georges,GD,12.0564,-61.7485,80.28,89,20,11.5,few clouds
116,Yara,CU,20.2753,-76.9533,86.38,72,40,6.85,light rain
117,Mar Del Plata,AR,-38.0023,-57.5575,53.13,54,0,11.01,clear sky
118,Hobart,AU,-42.8794,147.3294,53.22,75,40,4.0,scattered clouds
119,Hithadhoo,MV,-0.6,73.0833,81.84,74,100,10.67,overcast clouds
120,Wellsford,NZ,-36.2833,174.5167,60.66,89,24,8.1,few clouds
121,Pisco,PE,-13.7,-76.2167,62.65,82,75,11.5,broken clouds
122,Svrljig,RS,43.4133,22.1211,62.22,91,0,3.06,clear sky
123,Talnakh,RU,69.4865,88.3972,56.43,62,100,6.82,overcast clouds
124,Kapaa,US,22.0752,-159.319,84.18,79,40,3.0,light rain
125,Halifax,CA,44.6453,-63.5724,70.41,88,90,1.99,mist
126,Lavrentiya,RU,65.5833,-171.0,42.57,71,100,11.39,overcast clouds
127,Dzaoudzi,YT,-12.7887,45.2699,69.69,88,0,4.61,clear sky
128,Lagoa,PT,39.05,-27.9833,67.21,71,93,16.31,overcast clouds
129,Jamestown,US,42.097,-79.2353,69.44,55,1,5.99,clear sky
130,Biloela,AU,-24.4167,150.5,51.26,50,0,7.45,clear sky
131,Zapolyarnyy,RU,69.4154,30.8136,45.68,81,100,14.05,overcast clouds
132,Ndende,GA,-2.4008,11.3581,71.06,84,45,5.53,scattered clouds
133,Peski,RU,55.2163,38.7626,61.39,77,69,9.57,broken clouds
134,Chokurdakh,RU,70.6333,147.9167,46.44,69,90,7.0,overcast clouds
135,Luebo,CD,-5.35,21.4167,72.63,38,5,2.1,clear sky
136,Rocha,UY,-34.4833,-54.3333,45.54,88,41,3.87,scattered clouds
137,Singaraja,ID,-8.112,115.0882,76.69,76,83,3.0,broken clouds
138,Maun,BW,-19.9833,23.4167,53.56,40,0,3.44,clear sky
139,Cayenne,GF,4.9333,-52.3333,83.08,80,20,5.01,few clouds
140,Marrakesh,MA,31.6315,-8.0083,86.07,35,40,4.61,scattered clouds
141,Longyearbyen,SJ,78.2186,15.6401,40.84,70,20,6.91,few clouds
142,Gamba,GA,-2.65,10.0,71.55,86,64,5.93,broken clouds
143,East London,ZA,-33.0153,27.9116,51.46,63,52,22.97,broken clouds
144,Sault Sainte Marie,CA,46.5168,-84.3333,72.16,43,1,8.05,clear sky
145,Santa Lucia,ES,27.9117,-15.5407,61.92,73,20,25.32,few clouds
146,Sistranda,NO,63.7256,8.834,55.36,90,97,29.91,overcast clouds
147,Faanui,PF,-16.4833,-151.75,78.96,77,35,17.83,scattered clouds
148,Bambous Virieux,MU,-20.3428,57.7575,68.25,83,75,13.8,light rain
149,Kihei,US,20.785,-156.4656,85.26,74,40,20.71,scattered clouds
150,Baykit,RU,61.67,96.37,58.14,85,75,1.45,broken clouds
151,Bambanglipuro,ID,-7.95,110.2833,73.0,92,67,3.8,broken clouds
152,Soe,ID,-9.8607,124.284,63.43,82,97,3.6,overcast clouds
153,Butaritari,KI,3.0707,172.7902,82.98,75,29,12.44,light rain
154,Ribeira Grande,PT,38.5167,-28.7,68.4,77,40,2.3,scattered clouds
155,Barra Do Pirai,BR,-22.47,-43.8256,54.75,86,100,1.1,overcast clouds
156,Fortuna,US,40.5982,-124.1573,81.19,67,1,5.01,clear sky
157,Souillac,MU,-20.5167,57.5167,68.38,83,75,13.8,light rain
158,Georgetown,MY,5.4112,100.3354,82.89,88,20,2.3,few clouds
159,Nemuro,JP,43.3236,145.575,61.12,94,100,7.45,overcast clouds
160,Boyuibe,BO,-20.4167,-63.2833,62.51,41,36,3.6,scattered clouds
161,Kudahuvadhoo,MV,2.6708,72.8944,82.31,76,100,13.67,overcast clouds
162,Prescott,US,34.54,-112.4685,84.04,79,75,5.01,light rain
163,Thompson,CA,55.7435,-97.8558,73.56,53,90,3.44,smoke
164,Verkhovye,RU,52.8119,37.2425,55.4,94,47,8.66,scattered clouds
165,Vestmannaeyjar,IS,63.4427,-20.2734,53.64,91,99,3.87,overcast clouds
166,Carmo Do Paranaiba,BR,-19.0008,-46.3161,62.74,68,28,3.11,scattered clouds
167,Sept-Iles,CA,50.2001,-66.3821,65.25,65,90,1.01,overcast clouds
168,Nova Vicosa,BR,-17.8919,-39.3719,70.11,72,4,7.61,clear sky
169,Mahebourg,MU,-20.4081,57.7,68.29,83,75,13.8,light rain
170,Mayo,US,38.8876,-76.5119,85.24,71,75,3.0,haze
171,Agirish,RU,61.9247,63.0231,53.06,76,32,6.31,scattered clouds
172,Wloclawek,PL,52.6482,19.0678,59.41,83,88,5.5,overcast clouds
173,Qaanaaq,GL,77.484,-69.3632,38.17,99,100,11.92,light rain
174,Itajobi,BR,-21.3181,-49.0544,72.39,23,98,7.65,overcast clouds
175,Sortavala,RU,61.7053,30.6918,57.47,56,95,7.14,overcast clouds
176,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,14.97,scattered clouds
177,Narsaq,GL,60.9167,-46.05,50.22,97,100,2.44,light rain
178,Kamenka,RU,51.3223,42.7678,63.37,97,100,9.78,overcast clouds
179,Terrace Bay,CA,48.7834,-87.1,62.22,61,82,9.64,broken clouds
180,Ndjole,GA,-0.1783,10.7649,74.55,86,61,5.88,broken clouds
181,Wladyslawowo,PL,54.7909,18.4009,58.93,85,0,6.35,clear sky
182,Husavik,IS,66.0449,-17.3389,60.71,76,4,4.34,clear sky
183,Caravelas,BR,-17.7125,-39.2481,69.01,72,5,5.57,clear sky
184,Matara,LK,5.9485,80.5353,78.75,86,100,14.67,overcast clouds
185,Vidim,RU,56.4088,103.1106,60.04,91,87,3.06,overcast clouds
186,Santa Rosalia,MX,27.3167,-112.2833,89.42,53,61,7.31,broken clouds
187,Ahuimanu,US,21.4447,-157.8378,80.31,79,90,17.27,light rain
188,Kruisfontein,ZA,-34.0033,24.7314,41.88,70,84,30.62,light rain
189,Beloha,MG,-25.1667,45.05,71.83,59,67,7.67,broken clouds
190,Merida,MX,20.9667,-89.6167,88.99,56,58,12.44,broken clouds
191,Balkhash,KZ,46.844,74.9804,72.81,53,39,14.58,scattered clouds
192,Nara,JP,34.6851,135.8049,84.97,94,98,4.97,overcast clouds
193,Luderitz,NA,-26.6481,15.1594,53.53,49,0,18.12,clear sky
194,Kholm,RU,59.2667,32.85,47.46,68,8,5.08,clear sky
195,Catamarca,AR,-28.4696,-65.7852,67.59,41,0,1.01,clear sky
196,Hasaki,JP,35.7333,140.8333,82.8,76,4,3.74,clear sky
197,Hamilton,US,39.1834,-84.5333,80.76,65,20,1.99,few clouds
198,Krasnoselkup,RU,65.7,82.4667,62.33,62,84,16.4,broken clouds
199,Weiswampach,LU,50.1372,6.075,62.98,88,4,4.97,clear sky
200,Campoverde,PE,-8.4753,-74.8058,82.09,59,0,1.83,clear sky
201,Dauriya,RU,49.9333,116.8667,73.26,78,22,12.28,few clouds
202,Vardo,NO,70.3705,31.1107,44.46,89,100,21.97,light rain
203,Makakilo City,US,21.3469,-158.0858,79.12,71,90,11.5,overcast clouds
204,Saldanha,ZA,-33.0117,17.9442,44.65,59,77,15.52,broken clouds
205,Sola,VU,-13.8833,167.55,81.27,94,75,0.0,broken clouds
206,Beyneu,KZ,45.3167,55.2,91.62,21,86,15.75,overcast clouds
207,Oulu,FI,65.0124,25.4682,59.11,84,0,5.01,clear sky
208,Roma,US,43.2128,-75.4557,73.26,68,20,8.05,few clouds
209,Kalanguy,RU,51.0167,116.5167,73.35,81,60,4.47,broken clouds
210,Katsuura,JP,35.1333,140.3,84.31,75,1,4.81,clear sky
211,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,82,20,6.71,few clouds
212,Padang,ID,-0.9492,100.3543,73.45,79,78,4.36,broken clouds
213,Belyy Yar,RU,53.6039,91.3903,58.89,88,0,4.47,clear sky
214,Srednekolymsk,RU,67.45,153.6833,62.56,63,86,5.12,overcast clouds
215,Surt,LY,31.2089,16.5887,78.24,71,0,7.38,clear sky
216,Istria,RO,44.5667,28.7167,63.97,77,45,18.1,scattered clouds
217,Nikolskoye,RU,59.7035,30.7861,52.39,77,9,5.95,clear sky
218,Letlhakane,BW,-21.4167,25.5833,50.85,45,0,10.76,clear sky
219,Port Elizabeth,ZA,-33.918,25.5701,44.89,81,75,20.71,light intensity shower rain
220,Sinnamary,GF,5.3833,-52.95,79.66,84,22,9.26,few clouds
221,Santa Rosa,PH,14.3122,121.1114,79.92,93,100,14.43,light rain
222,Talcahuano,CL,-36.7167,-73.1167,51.48,93,90,0.0,overcast clouds
223,Pombas,CV,17.1503,-25.0201,76.78,86,26,6.31,scattered clouds
224,Helsinki,FI,60.1695,24.9355,53.85,71,0,4.0,clear sky
225,Grimmen,DE,54.1121,13.0405,61.99,91,1,4.65,clear sky
226,Guiong,PH,6.4186,122.0258,82.22,89,99,7.47,overcast clouds
227,Timra,SE,62.487,17.3257,59.68,46,67,6.91,broken clouds
228,Saint George,US,37.1041,-113.5841,103.78,23,1,3.0,clear sky
229,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.52,87,99,13.15,overcast clouds
